0.61309,0.78159,0
0.93338,1.0925,0
1.2304,0.80709,0
3.2526,0.94402,1
1.077,0.81643,0
0.92125,1.0331,0
0.89855,1.3343,0
2.2684,1.1772,1
1.0011,0.85641,0
0.64044,0.68333,0
1.3104,0.91494,0
1.9691,0.95401,1
0.83632,1.0142,0
1.026,0.90178,0
5.3014,1.2729,1
2.9367,0.85671,1
1.934,1.2854,1
3.7311,1.1337,1
4.626,0.83908,1
5.4603,0.8089,1
2.1854,1.9316,1
1.1345,1.1035,0
0.98615,1.0169,0
1.0087,1.1574,0
0.83079,0.76011,0
1.8234,1.1091,1
0.97589,0.91492,0
0.72161,1.328,0
1.1845,1.1851,0
0.95584,0.91032,0
1.7622,1.0116,1
1.1348,1.0915,0
9.9606,1.6236,1
1.1642,1.0215,0
2.5131,1.2276,1
0.84349,1.093,0
16.011,1.1853,1
9.7376,1.7313,1
1.1473,0.99044,0
2.5923,1.1584,1
3.4226,1.7308,1
2.5427,0.86369,1
0.86896,1.0345,0
1.1302,0.61056,0
2.137,1.8426,1
0.88496,1.0458,0
0.92874,0.84516,0
3.7105,1.1889,1
5.342,1.0097,1
12.188,1.1948,1
5.3675,1.32,1
3.7888,1.2862,1
1.6165,0.94128,1
2.4217,1.3752,1
3.4624,0.80556,1
1.3605,1.0345,1
4.1061,1.2059,1
2.6936,1.1815,1
2.8184,1.0054,1
2.8631,1.3425,1
3.4708,1.2936,1
3.4187,1.5345,1
1.2711,1.5093,0
0.88317,1.5136,0
1.0776,1.258,0
8.9838,1.1727,1
1.0323,1.2433,0
0.99132,0.70069,0
1.2233,1.1079,0
1.0981,1.1629,0
2.2524,1.2024,1
0.714,1.1652,0
1.8463,0.9601,0
0.86682,0.85855,0
0.96869,0.78221,0
13.683,1.214,1
0.81521,0.6323,0
0.91903,1.386,0
2.3735,1.0371,1
1.361,1.0689,0
4.8163,0.99392,1
1.5192,1.1384,1
1.5216,1.4286,1
1.1374,0.97539,0
8.6639,1.3471,1
1.0221,0.8702,1
2.1828,1.4413,1
5.8738,1.4748,1
0.8653,1.3605,0
3.7037,0.75349,1
0.87319,0.9837,0
5.3969,1.2704,1
1.1355,1.1749,0
0.8585,0.94003,0
0.9539,1.1584,0
2.4998,1.9339,1
9.8358,1.1979,1
1.2535,1.0859,1
1.0906,1.2687,0
1.2002,0.92806,1
2.9397,1.3239,1
1.9884,1.3307,1
0.65382,0.83184,1
2.5241,0.92851,1
0.92408,1.129,0
5.7929,1.2889,1
1.0092,1.0533,0
11.841,1.6901,1
0.89118,1.5667,1
1.2132,0.99157,0
3.3527,0.81892,1
1.0923,0.89369,0
0.87804,0.65716,0
2.5126,1.5403,1
1.4551,1.176,0
0.9601,0.82155,0
1.0159,0.9632,0
3.4457,1.1963,1
1.5607,1.0098,1
0.9084,0.89104,0
2.6496,1.2997,1
1.2893,1.1288,0
6.4615,1.14,1
0.75239,1.1258,0
1.026,0.82127,0
4.3633,1.2267,1
4.2505,1.1473,1
0.92603,0.85105,0
0.74658,1.0079,0
0.91017,1.1494,0
1.2372,0.83754,0
0.75206,0.77363,0
1.1366,0.92441,0
0.96306,0.77279,0
6.3288,1.3939,1
0.91321,0.937,0
0.78083,0.88857,1
0.88129,0.73933,0
1.5255,1.4123,0
3.5167,1.4692,1
3.9004,1.1265,1
1.2772,1.3985,0
1.2505,0.76336,0
1.5413,0.75809,1
1.262,1.1174,0
0.57125,0.69502,0
0.76711,1.3611,0
4.3366,1.1721,1
0.69499,1.0996,0
0.8881,1.0663,0
0.87028,1.047,0
0.76464,0.79967,0
3.4214,1.2683,1
0.871,0.70037,0
3.857,1.0581,1
1.0843,0.99176,1
1.4998,1.096,1
1.3264,1.1432,1
3.2457,1.6357,1
0.6668,0.98899,0
0.98522,0.93184,0
0.99808,1.3067,0
3.8605,1.13,1
0.85131,1.1421,0
0.84377,1.0853,0
2.6427,0.99342,1
1.0631,1.4278,0
4.7427,0.93815,1
1.3261,1.4725,0
1.0464,1.3496,1
0.78453,0.59778,0
0.79563,0.99418,0
1.1114,1.0936,0
1.1436,0.81742,0
1.2929,0.98541,0
1.5032,1.003,1
0.75766,0.76495,0
0.922,0.89427,1
1.0373,1.102,0
0.82485,0.89086,0
5.7582,1.3192,1
1.7673,1.0388,1
1.1903,1.2048,0
0.76371,0.94007,0
0.76592,1.5502,0
2.1559,0.82832,1
10.936,1.0926,1
7.4718,1.2312,1
0.90989,1.131,0
1.8959,0.96693,1
3.1831,1.0547,1
3.9362,1.1131,1
2.8963,1.3663,1
6.2521,0.92846,1
1.7882,1.7077,1
0.8727,0.84842,0
17.029,1.2142,1
0.75396,0.77342,0
0.8748,1.1127,1
0.93153,0.94477,0
9.6819,1.7376,1
6.7002,1.296,1
0.81732,1.4061,0
0.88165,0.82022,0
3.2404,0.98232,1
5.5917,0.82603,1
0.66122,1.3226,1
1.0573,0.77287,0
1.3081,1.1422,0
1.0356,1.0179,0
0.80206,1.0816,0
0.86674,1.1119,0
0.80399,0.82224,0
1.8568,1.7242,1
0.82189,1.6826,1
1.0504,0.76972,0
3.6906,0.8023,1
0.78596,0.9337,0
1.0213,1.0379,0
2.6626,1.7624,1
2.0069,1.2643,1
1.1897,0.88273,0
1.0655,1.1766,0
1.0208,0.89251,0
8.2941,1.1445,1
0.78688,0.76333,0
0.97681,0.9397,0
0.97454,1.0344,0
1.4743,1.2532,1
1.9746,0.95261,1
7.3891,2.8228,1
1.4421,1.2574,1
1.1865,1.1937,0
7.1107,0.91405,1
0.95838,1.1457,0
1.749,1.2355,1
0.82318,0.93005,0
0.99169,0.89717,0
0.75876,1.0582,0
1.1176,0.99007,0
0.84382,0.98771,0
0.82295,1.1696,0
4.619,0.83442,1
2.1588,1.4251,1
2.7365,0.87715,1
5.9414,1.0676,1
1.0655,0.98236,0
0.92302,1.2832,0
3.3727,0.84212,1
2.6194,1.3856,1
