1.0833,1.0067,0.60379,0.78547,0
0.88541,1.0307,1.1151,0.99558,0
2.5161,0.97528,1.5228,1.3747,1
0.9551,1.3098,0.91597,1.2042,1
0.99744,1.0116,0.9866,1.5476,0
1.0189,0.83861,0.70835,1.1105,0
1.0906,0.98373,1.0932,0.82798,0
4.4829,2.2393,1.9609,1.2654,1
1.0489,0.96481,1.1584,0.83438,0
10.329,5.1165,1.0693,1.2238,1
7.053,2.1454,1.5618,1.0549,1
0.99625,1.1483,0.58369,0.86746,0
1.2552,1.3568,0.91547,0.89556,1
1.0643,0.74086,1.132,0.83479,0
0.98462,2.0168,0.94195,1.2537,1
0.99743,0.77507,0.80456,1.0469,0
0.98178,1.1313,1.181,0.99348,0
2.9249,2.2172,0.97987,1.4237,1
1.1892,2.4862,0.84229,0.83808,1
1.1719,0.95572,0.77395,0.83824,0
1.0461,0.78435,0.63599,0.96687,0
0.7546,0.74591,0.7486,1.0591,0
0.81376,1.0384,1.1156,1.1057,0
1.0535,1.0189,0.68255,0.87121,0
5.2253,2.6536,1.0864,1.5848,1
1.3055,1.0577,0.97682,0.68566,0
3.7639,1.5207,1.7199,1.2543,1
8.3478,1.3819,1.1045,1.2834,1
4.7013,2.8904,0.96626,1.2314,1
1.4874,2.0545,2.0364,1.058,1
4.8452,2.9779,1.8932,0.93449,1
0.58569,0.87883,1.2742,0.78298,0
1.2764,2.3971,1.5658,1.8172,1
1.0073,1.3514,1.4616,1.195,0
0.91708,1.1623,1.0516,0.89938,0
3.3772,2.5665,1.1064,1.3983,1
1.4602,1.2158,1.8467,1.2778,1
1.1245,0.97928,0.88189,0.81267,0
0.94237,0.73732,1.2582,0.77425,0
0.90451,3.153,1.2873,0.86503,1
3.8759,0.89339,0.98789,1.2818,1
3.638,2.0728,2.4279,2.0867,1
10.851,1.537,2.0081,0.90644,1
1.1473,1.1116,1.0094,0.75841,0
1.1897,1.1327,0.92462,0.85266,0
0.70215,0.84712,0.98913,1.2278,0
1.7985,1.2811,2.2119,1.0059,1
1.0098,1.2994,0.93236,1.0051,0
1.4387,1.0929,0.85635,1.179,0
5.4179,1.1496,1.3688,0.88801,1
0.86619,0.97006,1.1969,0.74519,0
7.303,2.0459,1.3402,1.0619,1
3.8055,1.6433,1.7394,1.4514,1
7.8354,0.8951,1.0349,1.199,1
1.7168,2.1005,1.6794,1.6449,1
9.1009,3.3191,1.4802,1.1713,1
5.8569,2.8136,0.86234,1.1339,1
2.2865,1.4059,0.84148,0.80408,1
2.0396,3.3657,1.3902,1.0085,1
5.0855,4.7025,0.92637,1.1532,1
0.83677,0.89336,1.1512,0.90153,0
0.99514,0.96471,1.1014,1.1803,0
1.3364,2.8664,1.5386,0.98139,1
1.2003,0.989,1.2982,1.078,0
0.71043,1.0251,0.78751,1.0336,0
1.2099,0.93944,0.81986,0.68542,0
1.4064,0.7691,1.2825,0.98587,0
2.8585,1.845,0.86172,0.90543,1
4.5577,1.2716,0.8632,1.7548,1
1.1107,0.82618,0.91059,0.84373,0
3.0556,1.0144,1.4209,0.75709,1
1.2388,1.7648,4.4009,1.4824,1
5.2268,1.7519,1.4222,1.1902,1
1.1699,1.1269,1.0966,0.90299,0
1.328,1.3026,1.3511,1.2559,0
0.96382,1.2342,1.0286,0.67951,0
3.8736,1.1917,1.3029,1.1385,1
1.8015,1.5685,0.84368,0.93479,1
0.94414,1.0377,0.88337,0.9815,0
1.3036,0.8825,1.32,0.78256,0
1.0239,1.1355,0.98396,0.77965,0
0.79372,0.87453,1.2751,1.3012,0
1.9969,2.7945,1.5948,1.0225,1
1.3451,0.8723,1.0505,1.0418,0
1.3461,1.1092,0.9909,1.1003,0
2.0542,3.212,1.3075,1.4361,1
1.0976,1.0477,0.91738,1.0854,0
4.6285,3.5194,1.5501,1.0032,1
7.5598,1.2998,1.0159,0.83539,1
4.1571,1.2073,1.5115,1.3021,1
1.1272,1.1292,0.74014,1.1418,0
9.5919,1.3924,0.85094,1.1486,1
0.83676,0.95555,1.0741,1.4596,0
7.7914,1.8485,1.5279,0.91933,1
5.5668,1.7604,1.6846,1.5752,1
0.86365,1.0902,1.4718,0.87765,0
1.1693,0.9618,1.1553,1.0803,0
1.0297,1.1602,0.87625,1.3975,0
1.7328,4.8625,1.2712,1.6588,1
1.5941,2.05,1.0911,1.4734,1
3.4907,1.0037,1.0316,1.2116,1
1.0657,0.96205,1.2486,1.1553,0
1.1115,1.0817,1.2021,1.324,0
1.1404,0.92708,0.82715,0.99533,0
2.2019,1.2982,1.0557,1.0047,1
1.3228,1.4323,1.4611,1.0205,1
0.90825,1.2297,0.92289,1.0458,0
1.3366,1.3064,1.2366,1.3564,1
3.043,1.9571,1.3108,1.3996,1
2.2512,0.90185,1.1231,1.0397,1
0.97421,1.0467,1.0174,1.0738,0
3.0445,2.4195,1.1733,0.96363,1
1.2035,1.1,0.92173,0.94607,0
0.7729,1.1357,0.74723,0.77805,0
1.1444,1.0778,1.0522,1.005,0
0.8731,2.1073,1.1926,1.1197,1
1.2956,1.0971,0.99621,1.1851,0
1.024,1.0019,0.97917,0.98671,0
0.99238,0.92723,0.9622,1.0725,0
1.7655,2.3989,1.3325,1.3413,1
0.9162,0.87701,1.1509,0.90968,0
