1.0396,1.0565,0.95756,0.86211,0
2.1788,1.408,1.2257,0.91372,1
1.6807,1.931,1.2512,1.2923,1
5.6392,1.7334,1.0063,0.93747,1
1.4349,1.3172,0.93546,1.2049,1
2.1794,1.5436,1.2131,1.2351,1
0.81051,0.75084,0.96565,0.65537,0
0.87658,1.0019,0.96941,0.70261,0
2.081,1.4892,0.62766,1.1516,1
2.0902,1.4566,1.0809,0.90377,1
1.1682,0.87453,1.1134,0.98877,0
1.245,0.77318,0.76678,1.2025,0
3.3766,1.3407,1.0184,1.0771,1
1.376,1.0202,1.4718,1.0423,1
1.3327,0.90408,0.5332,1.3095,0
0.9143,0.89554,1.1045,0.97065,0
0.80243,1.2877,1.0523,0.84625,0
0.84462,1.253,1.0389,1.0123,0
1.214,0.79468,0.8227,1.0467,0
0.90356,0.93948,1.0733,1.1766,0
2.0295,1.498,0.76398,1.2165,1
0.80407,0.60346,0.93387,1.1347,0
0.77332,1.3251,0.66762,0.8046,0
0.82031,1.0518,0.72465,1.0739,0
1.0083,1.0385,0.82719,0.62261,0
0.77352,1.0161,1.1118,1.0763,0
1.0721,0.97552,0.97526,1.2483,0
1.1529,1.1218,1.024,0.75141,0
0.7534,0.78362,1.2813,1.0173,0
0.62777,1.1781,1.0742,0.80963,0
1.5509,1.1521,1.264,1.1438,1
0.85505,1.1948,0.8576,0.82586,0
1.1622,0.82425,1.1027,1.326,0
4.5307,2.0778,1.2442,1.0027,1
0.71433,0.8651,0.84547,0.9507,0
2.5616,1.5804,1.2409,0.8979,1
3.3436,1.7506,0.81157,1.1388,1
1.1847,1.3218,0.89146,1.0115,0
0.91127,0.96504,1.1319,1.2884,0
1.5767,1.7248,1.2691,0.98483,1
1.6559,1.0615,1.6951,1.3623,1
2.3525,1.4663,1.5928,1.2027,1
1.0036,0.91965,0.90644,0.90768,0
2.1315,1.424,0.80636,1.045,1
0.83098,1.2635,0.99411,0.83713,0
3.2994,3.2499,1.1996,0.98928,1
1.3852,1.547,1.5368,0.92331,1
1.6107,1.881,0.91806,1.4123,1
0.80432,1.1469,0.75691,0.75813,0
0.85857,0.75907,0.92761,1.0045,0
1.0915,0.74258,1.7811,0.99365,1
4.8456,1.2577,1.4129,1.0676,1
2.3447,1.1921,0.99039,1.022,1
0.85934,1.3236,0.63228,1.0607,0
0.92201,2.0695,1.2789,1.1801,1
5.0029,1.3732,2.2996,0.8754,1
1.1534,0.59217,0.91233,1.2834,1
1.6039,0.92859,1.0687,0.87281,1
3.8029,0.9985,0.97037,0.83382,1
0.67824,1.418,0.94942,0.93377,0
1.1756,0.83185,1.3018,1.2829,0
2.6675,1.6372,0.96052,0.80742,1
1.152,1.0462,1.3203,1.1331,0
4.2371,1.2465,0.9938,0.86169,1
1.0996,1.3678,1.2211,0.72524,0
1.3206,1.1358,1.0005,1.3192,0
3.6972,1.1879,1.4518,1.0135,1
1.6832,0.89849,1.0676,0.7302,0
0.98219,1.0765,1.144,1.0586,0
