1.0572,1.2999,0
2.5078,1.1209,1
0.99224,1.4269,1
1.733,0.67439,1
1.2288,0.90347,1
0.91816,0.59039,0
3.0463,0.85935,1
0.99023,0.70055,0
1.2421,0.98562,0
0.97312,1.0527,0
2.3386,1.2218,1
0.89794,1.1071,0
0.72083,1.1726,0
0.83709,1.0687,0
1.6753,1.2576,1
1.1506,1.1026,1
1.3027,1.1633,0
1.179,1.08,0
1.1586,1.3749,0
3.6725,1.1025,1
0.82391,0.82392,0
1.0159,0.99387,0
2.2029,1.1851,1
0.94293,0.78927,0
8.2118,1.0094,1
2.7795,0.99313,1
1.0842,1.0954,0
2.7451,1.0575,1
0.90828,0.87348,0
0.9043,1.2915,0
0.99125,1.4702,0
0.78984,0.71542,0
1.2342,1.0544,0
0.8736,0.74319,0
1.2078,1.3473,1
1.1296,1.0982,0
1.2232,1.0046,0
1.2191,0.90377,0
2.3914,0.9137,1
2.7797,0.95957,1
0.9792,1.0275,0
0.88166,0.86961,0
1.2381,1.4723,1
1.902,0.95729,1
0.98399,0.95959,0
0.88197,0.71737,0
4.4011,0.93302,1
6.5498,1.1345,1
1.0563,0.86928,0
1.5952,0.94627,1
2.7738,1.4507,1
1.2124,1.1925,0
2.395,1.1534,1
2.5072,1.031,1
1.1842,0.8974,0
4.4277,1.3112,1
0.86595,1.1913,0
2.9661,1.0475,1
1.4402,1.2183,1
1.9644,0.94313,1
0.90396,0.80849,0
0.94483,1.3648,0
1.4725,0.84557,1
0.99706,0.87602,0
0.92257,1.6223,1
1.567,0.99091,1
1.0889,0.94791,1
0.96031,0.88819,0
1.1951,1.0661,0
0.76577,0.93567,0
1.0662,0.88496,1
0.9523,1.1517,0
1.7722,0.93129,1
1.1889,0.64209,0
2.9794,1.1397,1
1.2084,0.70798,0
3.7065,1.6284,1
0.70037,1.0576,0
2.0849,0.77501,1
3.9186,1.0079,1
1.2786,0.97422,0
1.0511,0.95568,1
1.3615,1.3628,0
0.97312,0.7731,0
1.0717,0.91188,0
1.1686,1.4169,0
1.0413,1.0216,0
2.0564,0.77363,1
1.3481,1.5004,1
1.3596,1.1088,1
1.0843,1.2184,0
1.1808,0.90428,0
0.85737,1.0508,0
0.91238,0.88851,0
2.2041,1.1915,1
1.4864,1.0062,1
1.0507,1.0191,0
1.6949,1.1773,1
1.3724,1.1582,1
6.0264,1.0229,1
0.9223,1.0973,0
0.79854,1.2298,0
1.7478,0.81864,1
0.78637,0.87308,0
0.92976,1.2543,0
3.0108,1.0495,1
1.8736,0.89086,1
0.98387,1.2045,0
2.7709,0.62162,1
1.3222,1.0568,1
5.7702,1.0389,1
0.78188,1.0391,0
0.97975,1.1615,0
0.77976,0.83907,0
3.9796,0.82141,1
0.57844,0.59421,0
1.3954,0.8697,0
1.186,0.96997,0
1.0293,0.93178,0
1.0947,1.2581,0
2.1334,0.90931,1
0.64842,0.86227,0
0.77175,0.76404,0
1.4585,0.99469,1
0.92612,1.5066,1
6.3214,1.042,1
1.3855,1.0367,1
3.9771,1.7034,1
2.6919,1.6125,1
0.99733,1.1066,0
2.0459,1.0216,1
1.2122,0.79579,1
0.77967,1.1441,0
0.93123,1.2194,0
3.3043,0.8292,1
3.7025,0.85874,1
0.83772,0.71715,0
1.2844,0.89104,1
1.2753,1.2155,0
1.3085,1.2381,0
1.2667,0.95186,0
2.5294,0.83217,1
0.80192,1.2698,0
0.61693,0.63387,0
1.2109,0.86045,0
1.0993,0.75945,0
0.90323,1.0532,0
2.1791,1.7703,1
1.207,1.0037,1
4.5164,1.2848,1
0.73871,1.0479,0
1.5636,2.0622,1
0.97886,1.1477,1
2.6141,1.2956,1
1.8567,0.8459,1
1.4168,1.1146,1
1.0662,1.0102,0
2.4147,1.3615,1
0.76003,0.78644,0
1.0986,1.0583,0
0.96612,1.2409,0
2.1065,1.1614,1
1.554,1.2491,1
0.76659,1.3632,1
1.4386,1.0882,1
1.059,1.1951,0
1.1599,1.2037,0
1.0778,0.93197,0
0.95046,1.0107,0
1.1728,1.0239,0
1.1494,0.65122,0
1.4815,0.97881,1
1.9073,1.0682,1
1.0194,1.3145,1
1.1053,0.91528,0
0.90259,0.81563,0
1.6833,1.3054,1
0.94587,0.725,0
1.3261,1.3004,1
0.98682,0.99695,0
1.7673,1.1692,1
0.95978,0.7932,0
0.77794,1.271,1
1.0231,1.0163,0
1.0567,0.93787,0
1.0952,1.0081,0
1.0872,0.91011,0
1.5675,1.05,1
1.6405,1.8141,1
0.88382,0.90682,0
1.5921,1.1276,1
1.1419,1.0713,0
2.503,1.0216,1
2.7138,0.94659,1
1.438,0.79818,1
0.91914,1.2884,0
6.9448,1.2781,1
2.099,0.94541,1
0.88738,1.1132,0
1.283,0.72951,0
0.71084,0.96129,0
1.1592,1.0172,1
0.95728,1.074,0
0.55934,1.4438,0
1.5936,0.76531,0
0.80483,0.92331,0
2.2845,1.821,1
1.0371,1.0466,0
2.2775,0.95606,1
0.89727,1.2305,0
1.1828,1.0349,1
0.98538,1.2358,0
0.75798,1.1435,0
4.7101,1.2698,1
2.3399,1.2525,1
0.82528,0.90125,0
1.0533,0.86302,1
1.2071,0.85856,0
4.4815,1.1749,1
1.4393,1.0457,1
1.872,1.3753,1
0.95641,0.96121,0
1.3603,1.0175,1
0.81561,0.99288,0
0.83233,1.198,1
2.2439,1.2181,1
1.2151,0.7891,0
2.2693,1.1403,1
1.0596,1.1922,0
1.6311,1.0305,1
0.7293,1.0884,0
1.2373,0.85371,0
1.3248,1.2405,1
1.0855,1.226,1
0.79598,0.7995,0
0.98035,1.2688,0
1.0365,1.2543,0
2.2236,1.1411,1
2.5787,1.4593,1
1.4133,1.2271,1
5.4698,0.9,1
1.0846,1.2015,0
6.8863,0.85698,1
1.1317,1.0339,0
4.3785,1.3215,1
1.1405,0.93081,0
1.989,1.0549,1
0.83413,0.95316,0
1.1822,0.9935,1
0.95102,0.92236,0
