1.0426,1.1581,1.1715,0.91492,1.0302,1.2108,0
0.70479,1.3129,1.2133,0.97633,1.1826,1.5542,0
1.7788,1.5629,1.2387,0.85677,1.2137,1.3911,1
0.78943,0.91723,0.98687,0.90117,0.86782,0.85793,0
3.8048,1.5267,1.0318,0.94775,0.94769,1.7718,1
1.9974,1.2806,1.4281,1.0154,1.1674,1.1129,1
2.3812,1.6315,1.293,1.1044,1.356,1.3198,1
0.92669,1.4301,1.5346,1.6164,1.4128,1.3195,1
0.9097,1.0879,0.84277,0.88629,1.1322,1.1557,0
1.098,0.87834,1.2346,1.0044,0.77228,0.89229,0
0.94808,0.88884,1.3763,0.68291,1.0244,0.88232,0
1.0601,0.77665,1.3903,0.9331,1.0313,0.84295,0
0.76243,0.89893,1.1323,0.96347,1.2333,0.97901,0
0.91366,1.0463,1.0407,1.1605,1.1762,1.1452,0
2.3774,1.4219,0.91766,1.4736,0.91692,1.2805,1
3.9636,4.0451,1.3943,0.89546,0.86719,1.1535,1
5.2723,1.3277,1.34,1.4263,0.97784,0.86985,1
2.0235,1.1332,1.076,0.91809,1.1439,0.93966,1
1.2534,1.6127,1.3937,1.2544,1.0305,0.88463,1
0.82207,0.8965,1.0722,0.93851,0.96574,0.773,0
1.1468,1.6736,1.2984,1.2082,0.7816,0.87344,1
1.1063,1.2298,1.3535,1.0437,0.8051,1.1894,0
3.6678,1.2461,1.3083,1.0569,1.1502,1.4703,1
1.0238,1.2053,0.86767,1.1584,0.76312,0.91532,1
1.2719,0.936,0.93962,1.1657,0.73977,1.1542,0
1.1192,1.4041,1.145,0.85098,1.1887,1.1297,0
1.2628,1.0552,1.2218,1.0978,1.4188,1.0105,0
1.6818,1.1731,0.74279,1.3533,0.92313,0.67477,0
0.93703,1.0024,0.94509,0.90663,0.87798,0.78564,0
1.9535,1.5505,1.3938,1.7809,1.2795,0.8649,1
2.9495,1.2682,1.5338,0.71018,0.92495,1.5044,1
0.74962,1.0424,1.1463,1.2427,1.0415,0.85896,0
3.3504,1.4662,1.9377,0.83527,0.94697,1.184,1
1.1188,1.039,0.98563,0.98028,0.95801,1.3241,1
1.0602,0.82284,0.99216,1.1778,0.89203,1.2629,0
1.306,2.1288,1.368,1.3956,1.092,0.97345,1
6.5442,2.493,0.99296,0.82056,1.0074,1.1368,1
0.74228,0.98099,0.64656,0.81655,0.78283,0.65024,0
0.8145,1.1326,0.94244,0.93108,0.66617,1.1899,0
0.97367,0.92389,1.0486,1.0991,1.0723,1.1222,0
1.2108,0.9391,1.0101,1.0494,0.69298,0.99096,0
1.5633,1.5219,1.2154,1.4085,1.0653,1.3217,1
0.98761,0.95814,0.96866,1.2201,0.63512,1.0209,0
0.61386,1.2369,1.0398,1.0599,0.8808,0.89652,0
0.94417,1.6805,0.90235,1.2179,1.1753,1.1572,1
1.2967,1.0795,1.2014,1.013,1.0396,0.97623,0
1.1636,1.2979,1.3845,0.97229,1.2477,0.84481,0
0.95366,0.79514,1.042,0.6885,0.72449,1.1467,0
2.7166,0.7992,0.82256,1.0323,1.1967,1.2925,1
1.4381,1.3561,0.93795,0.8528,0.86075,1.1106,0
1.0351,1.1134,1.3595,0.84814,0.82087,1.0876,1
2.4529,3.0912,0.98385,1.9681,1.5839,1.2465,1
1.0861,1.5016,1.3802,1.1897,1.5292,1.0964,1
0.95497,1.1575,1.2683,1.0401,0.94994,0.88717,0
1.6324,2.793,2.2621,1.0969,0.86914,0.722,1
3.6858,1.3108,0.89225,1.7792,1.1228,1.2468,1
0.67722,0.99836,1.0391,0.60585,0.92854,0.84112,0
1.1488,0.79179,0.72764,1.4348,1.0764,0.8659,0
0.99257,0.79862,1.017,1.0743,0.84589,0.89596,0
1.6379,1.0097,1.1298,1.1912,0.8512,1.3731,1
0.91143,1.6225,1.3896,1.0381,1.2251,1.4014,1
1.721,0.62411,0.76925,0.56045,1.0298,1.1051,0
1.0916,1.1807,0.98281,0.77332,1.0315,1.0952,0
4.0292,1.1869,1.2268,1.794,1.0383,1.2203,1
4.2058,1.6085,2.1479,1.1939,1.6621,1.2056,1
1.0181,0.77597,0.86913,0.97136,1.1009,1.293,0
1.1873,1.7346,1.2568,1.0437,1.2173,1.1484,1
0.98558,1.1282,0.89696,0.90747,1.0708,1.0283,0
0.96501,0.98903,0.95659,1.4376,1.3243,0.97947,0
0.87052,0.95771,1.0967,0.75466,1.007,1.1368,0
1.583,1.8646,1.0839,0.73182,1.8144,0.84999,1
1.3759,2.4248,1.5743,0.75989,1.1048,0.97107,1
0.80511,0.67927,0.95643,0.90221,0.92085,1.2923,0
0.92434,0.80353,1.0761,1.2361,0.84773,0.87125,0
0.95643,0.81412,0.83068,1.147,0.78759,0.86304,0
1.844,1.0946,0.8658,1.7272,1.0833,0.84455,1
1.6833,1.2225,0.80805,0.69548,1.1236,1.2811,1
0.6808,1.2059,1.2193,1.1736,0.74634,1.1277,0
1.4837,0.70636,1.2936,1.348,1.2715,1.0675,0
1.1112,1.0725,1.176,1.1696,1.1162,1.1539,1
1.1321,0.94161,1.073,0.81134,1.0405,1.2948,0
1.6447,2.3078,2.6575,0.90773,0.91463,1.3778,1
18.999,1.1755,1.2117,1.2194,0.78202,0.86646,1
1.1059,1.6505,1.6588,0.86162,0.88558,1.1318,1
1.0491,0.92825,0.6992,0.99461,0.8458,0.77579,0
4.0927,1.1999,1.3997,1.262,0.80247,1.2445,1
0.90459,0.69959,0.85335,1.0345,0.82645,0.84473,0
2.9006,1.2888,1.564,0.84285,0.79983,1.0895,1
1.7804,1.5317,0.96824,1.2778,0.99357,1.1238,1
2.6475,1.3216,1.0997,1.261,1.0514,1.5,1
2.6762,3.2648,1.1044,1.0123,0.99279,1.6267,1
0.73215,2.7757,1.7894,1.0454,1.0133,0.92854,1
1.5065,1.4468,2.6184,1.4791,0.88628,1.3591,1
0.83596,1.1794,1.071,0.73301,1.1205,1.0613,0
4.0722,3.1596,1.5971,1.1215,1.3552,1.0321,1
1.6976,0.95352,1.4762,1.2963,1.3786,0.74304,1
0.78103,1.0886,1.0277,0.79619,1.0241,1.157,0
4.1516,2.0265,1.9779,1.0845,1.1821,0.85162,1
1.1274,1.1447,1.0552,1.3856,1.0699,0.7788,0
1.066,1.0621,1.1299,0.90998,1.3337,1.1513,0
3.2611,2.2719,1.6881,0.94594,0.97302,1.0331,1
1.0661,1.2453,0.9026,1.3053,0.98726,0.73413,0
2.941,1.4311,1.4563,1.2038,1.3423,1.2952,1
0.8442,1.0074,0.7414,0.79498,0.9571,0.81191,0
0.79462,0.98889,0.88224,1.0652,1.1604,0.98523,0
2.8406,1.3579,1.3112,1.0745,1.2501,1.157,1
1.0743,1.0195,1.3876,0.91016,0.74031,0.73468,0
5.5609,0.84901,2.3831,1.1,1.2705,1.0155,1
1.1607,1.022,1.5281,1.3233,0.90942,0.85704,0
1.1178,0.91784,1.7727,1.2234,1.2737,1.0141,1
0.98514,0.92199,0.92823,0.84049,0.88198,0.93952,0
1.7248,0.99542,1.037,0.83375,0.83304,0.97036,1
0.81108,0.83219,1.0201,1.0695,0.86103,0.7413,0
0.85894,1.2733,0.89557,0.83615,0.79566,0.62906,0
6.2888,2.664,1.7418,0.94237,1.2671,0.92974,1
2.0023,1.9713,1.1424,1.5877,1.0213,0.87676,1
1.417,0.98829,1.312,0.83047,0.85629,0.94509,1
1.1233,0.87432,1.0604,0.94968,1.252,0.75561,0
1.1295,0.95921,1.2347,1.8538,2.085,0.89242,1
1.0881,0.97927,0.74458,0.63386,1.1649,0.75903,0
3.2154,1.854,1.7179,1.1807,0.71436,1.1526,1
3.06,1.0208,1.5949,1.0142,1.0908,1.0759,1
1.2049,0.82626,1.0579,0.83853,0.79301,1.0525,0
1.1005,1.0874,1.7865,1.4013,1.2685,1.1129,1
0.56213,1.287,1.3752,0.96166,1.0647,0.97129,0
1.9815,1.403,0.83734,0.8885,1.0468,1.0645,1
1.1018,1.0061,1.2267,0.80284,1.2018,1.1361,0
1.4389,0.95581,0.56398,1.0167,1.3021,0.63428,0
0.85705,0.8674,0.92797,0.80017,0.94101,0.99352,0
4.9005,1.361,1.2219,0.90393,1.1196,1.1074,1
1.0747,2.514,1.4288,0.90783,1.1281,1.0291,1
1.167,0.99013,1.3252,0.73862,1.0198,0.97968,0
3.4109,4.1349,1.3648,1.0855,0.77326,1.0057,1
1.1461,1.0922,1.0662,1.054,1.0794,0.99661,1
1.4539,1.189,1.7145,0.71434,1.3357,1.0552,1
1.4911,1.3078,1.9243,1.1607,0.87709,0.83013,1
1.3277,1.6402,1.2575,1.0595,0.96755,0.99537,1
1.0974,1.2637,0.92298,0.82738,0.82763,0.68213,0
0.74455,1.1684,0.74927,0.96408,0.91087,1.0447,0
1.859,1.9431,1.321,1.0548,1.0324,1.2607,1
0.80139,1.0216,0.79724,1.0252,0.74261,0.9945,0
0.97897,1.0046,1.1044,1.2214,1.3759,0.83085,1
1.353,0.79716,1.0128,1.1978,0.83517,0.5904,0
0.95606,1.3659,0.86531,1.0356,0.9962,1.07,0
0.85507,1.0966,1.0004,1.2451,0.98445,1.0261,0
1.2708,2.0953,1.0929,1.5608,1.0581,1.0931,1
1.4408,2.4678,1.704,1.115,1.264,0.92107,1
1.091,0.82117,0.70184,1.1971,0.71091,1.0626,0
1.0484,0.91714,1.6311,1.071,0.82274,1.2266,0
1.0081,1.2603,0.63251,1.5523,1.237,1.2978,0
2.2728,1.7709,0.96159,1.2384,1.4268,1.2445,1
5.9268,1.7407,2.029,1.0582,1.0328,1.1752,1
0.99664,0.77307,1.2027,0.95282,1.0101,1.1495,0
5.7721,1.3304,0.82767,1.2007,1.1867,0.9441,1
1.291,0.77713,0.78501,0.81072,1.1201,1.2205,0
2.0314,1.0177,1.2268,1.3898,1.1815,1.0462,1
1.0947,0.96604,1.1643,0.91105,1.1913,1.0912,0
