1.1255,1.1605,1.2038,0.94543,1.2837,0.71417,0
1.1727,1.0455,1.1846,1.0278,0.68868,1.2981,0
1.2615,0.67589,1.2945,0.92183,1.0904,1.1187,0
0.93429,0.98797,0.98469,1.0121,0.86284,1.1916,0
2.8061,2.6779,1.4833,1.2235,1.0771,0.87127,1
2.5109,1.3938,1.4431,1.5181,1.4938,1.5047,1
1.129,0.98088,1.2885,0.89942,0.63285,1.0113,0
1.067,2.0655,1.7691,1.1023,0.8625,1.5176,1
1.1132,0.59528,1.2731,1.27,1.1618,0.71345,0
1.1045,0.905,1.0505,0.97347,0.93288,1.0269,0
0.84546,0.76708,0.89375,0.77479,1.3182,0.85911,0
1.3382,1.4959,1.3409,1.1618,0.89276,1.2571,1
1.3205,1.0376,0.84237,0.99225,0.96534,1.2735,0
1.6497,1.9572,1.0342,1.0953,1.0057,1.2144,1
1.1765,0.77311,1.202,1.0118,0.69662,1.2795,0
1.4058,1.066,0.81176,1.0848,1.4961,0.92311,1
1.0509,1.2456,1.0056,1.1427,0.93709,0.86139,0
1.0329,1.2411,1.0804,1.0467,1.2074,0.77868,0
2.148,1.0101,1.6647,0.97029,0.96176,1.3643,1
1.5238,0.84528,0.99208,0.60378,0.89331,0.88959,1
4.5503,3.0932,2.7395,0.82517,1.1619,1.2023,1
0.65316,1.2876,1.1515,0.97839,0.98188,0.98616,0
2.6486,1.8273,0.92613,1.3091,1.4019,0.94135,1
0.82037,0.93858,0.71563,0.72374,0.75619,1.2666,0
4.2811,1.2789,0.71589,1.0618,1.4019,0.92856,1
1.2518,0.96212,0.94566,1.0687,0.85125,1.5683,0
6.9978,1.825,1.4544,1.0656,0.76687,1.2205,1
1.3179,0.90335,0.97346,1.3395,1.1622,1.4158,0
2.0506,2.2478,1.2109,0.90246,1.2749,1.3537,1
1.1612,0.96843,1.0326,0.81731,1.1639,0.81596,0
1.3672,0.7952,1.3703,1.798,0.94222,1.1843,1
1.0216,1.077,1.1051,1.097,0.86781,0.69513,0
3.74,0.8576,0.85881,1.2356,1.0475,1.1749,1
4.9553,1.6886,1.2027,1.2595,0.98977,1.1719,1
1.0569,1.4805,0.67968,1.1692,1.386,1.0154,0
2.3985,1.2486,0.95741,1.0109,1.6306,1.0937,1
1.6632,1.7757,1.167,1.3351,1.0953,0.76271,1
3.3407,1.5388,1.3058,0.89809,1.1351,1.0393,1
1.0827,0.90007,0.97724,1.3055,0.83734,1.2597,0
1.1463,1.0066,1.0127,1.5292,0.80271,1.3235,1
2.1062,0.90806,1.1894,1.2999,1.0873,0.94881,1
1.5057,0.89841,1.3853,1.3135,1.3707,0.95865,1
1.1569,1.7811,2.2244,1.0603,0.9691,0.98047,1
0.71877,0.83182,1.0834,1.179,0.87111,0.6828,0
0.88881,0.74193,1.0292,0.7556,1.0085,1.1163,0
1.1167,0.91546,0.73548,0.94465,0.87391,1.3388,0
0.70389,1.0468,1.2185,1.3048,1.3267,1.0914,0
2.8434,1.0078,0.97091,0.8056,0.83468,1.054,1
1.4485,0.98984,0.78985,0.66502,1.1425,1.3865,0
1.2546,0.69986,0.87228,0.74972,1.2519,1.1383,0
3.2645,1.0084,1.094,0.93404,1.3099,1.2659,1
1.7758,2.0929,0.8072,1.341,0.87457,1.0516,1
1.0739,0.99974,0.92843,0.88356,0.97387,1.2147,0
1.4455,0.8205,0.99504,0.98888,1.2348,0.63103,0
2.7775,1.8397,1.0859,0.9358,1.0927,1.2438,1
2.0181,3.2841,1.0539,1.0145,1.3976,1.0008,1
1.2804,0.87074,0.85585,1.4111,0.94706,1.2311,0
0.85319,0.97582,1.0964,1.0272,1.0135,1.0226,0
0.92017,1.1568,0.5965,0.91656,0.8284,1.1446,0
1.0155,0.83675,0.92158,1.1201,1.1019,1.1757,0
1.5649,0.94092,1.3605,1.2657,0.84544,0.82779,1
0.75232,1.1673,0.97059,1.0778,0.84019,1.0345,0
1.4743,1.1437,1.0359,1.1099,0.90267,1.7328,1
2.8373,1.1786,1.2034,0.96687,0.9562,1.0042,1
1.0426,1.4699,0.95224,1.4251,1.9444,1.7106,1
1.787,1.207,1.097,1.6828,1.5638,1.8015,1
1.767,1.1856,0.89758,1.1569,1.4426,1.2464,1
0.85654,1.241,1.0812,1.1144,1.0352,1.0325,1
1.1979,0.9448,0.85639,0.87449,1.258,0.56576,0
1.0611,0.98592,1.234,1.1595,1.0377,1.7457,0
0.89297,1.3687,0.81488,0.8943,0.86725,1.0696,0
1.3194,1.2839,0.86762,1.4036,1.2823,0.75789,1
1.4293,1.4917,1.6297,1.6014,1.5032,1.1248,1
1.3558,1.7001,1.1658,1.3327,1.1632,0.87231,1
0.63533,1.056,1.153,1.0992,0.59909,0.86962,0
2.3914,1.345,0.98651,0.8781,1.1504,1.0963,1
1.7427,1.4801,1.1494,1.058,1.3772,0.9295,1
3.8755,1.4087,1.0794,1.4393,1.121,1.5508,1
1.0657,1.2414,1.0174,1.3339,1.0107,1.042,0
0.92259,0.79703,0.4721,0.94886,1.0322,1.0407,0
1.1813,2.9,4.7405,1.6201,0.99409,1.3431,1
1.3988,1.7848,1.3562,1.0362,1.2145,1.3206,1
0.89674,1.4843,0.98398,0.95435,0.97977,0.88472,0
1.1417,0.9397,1.385,0.74802,1.2399,1.2944,0
1.1609,0.93882,1.2161,1.2539,1.0351,1.1455,0
2.5244,1.8398,1.3161,1.0624,1.2203,0.88716,1
0.9552,1.0629,0.8258,0.87015,0.91057,0.92226,0
1.4904,2.0624,1.5004,1.0264,0.96007,1.2466,1
0.99412,0.98305,1.1123,1.2828,0.83927,1.0114,0
0.93832,0.64863,0.98613,0.83605,0.79759,0.94988,0
1.09,1.0785,0.96475,1.4853,1.1136,0.71908,0
2.1695,1.1636,1.3719,1.3727,0.80267,0.7663,1
1.2305,1.2995,1.5329,1.0862,0.79262,1.0678,1
