0.56295,1.5641,1.0367,0.9884,1.075,1
1.7132,2.1688,1.1362,0.99359,0.98659,1
0.90879,1.1449,0.90093,0.81574,0.74515,1
3.0063,1.5069,1.4686,0.95941,1.0753,1
0.94499,1.1676,1.0822,0.89288,0.88725,0
1.0004,1.1469,1.4872,0.69259,1.4251,0
1.2361,1.0468,0.87595,1.0696,1.0324,0
1.2146,0.89744,0.97261,1.8819,1.1468,1
1.0831,1.1728,1.2074,1.1988,1.2426,0
1.1467,1.1233,1.3542,1.2271,0.93433,0
2.8283,0.89631,1.261,1.797,0.95383,1
0.96573,1.4216,1.0502,0.8681,1.2023,0
1.0692,0.78056,0.96965,0.76799,1.0352,0
1.1589,0.86734,1.1386,0.83624,0.91369,0
0.64841,0.94225,0.89218,1.3142,1.1268,0
0.89997,0.90868,1.0339,0.88593,1.1289,0
0.99689,1.1178,0.72036,0.69779,1.2165,0
1.6038,1.3243,1.5258,0.59183,1.3315,1
0.75343,0.83974,1.06,0.92104,1.2421,0
0.95591,3.2384,1.111,1.3049,1.1617,1
1.103,0.96341,0.9578,1.1985,1.4093,0
1.4648,1.0979,0.91529,1.7178,0.74637,1
0.76842,1.0077,1.3368,0.7333,1.1135,0
1.2144,0.81012,0.82268,0.69564,1.1893,1
1.7955,1.6674,0.96572,1.1101,0.77079,1
1.5509,1.1895,0.84093,0.64973,1.0657,0
0.9252,1.1854,1.3136,1.0992,0.82704,1
0.90226,1.49,1.3198,1.0692,0.77208,0
1.2181,1.1513,0.86588,0.87911,1.179,0
1.0129,1.356,1.2444,1.0814,1.4298,1
1.1263,0.99238,1.0842,0.88329,1.0402,0
2.0951,0.98055,1.4258,0.9068,1.0064,1
0.84423,0.97923,0.83801,1.1747,0.66747,0
1.1738,1.0757,1.1774,1.111,1.1101,0
1.6945,1.6655,1.3899,1.3182,0.94546,1
0.96425,1.0888,1.0729,1.3064,1.3218,1
0.73841,0.87663,1.353,0.92218,0.96426,0
1.605,0.98833,1.011,0.92226,1.3028,1
1.0202,0.81463,1.1572,0.72803,0.82431,0
1.0628,0.6655,1.2496,1.044,1.2873,1
4.6856,1.4846,2.8062,1.0991,1.1704,1
0.81032,0.97939,1.1158,0.77652,0.79224,0
0.97789,1.2877,1.1766,0.82242,1.3951,0
2.2886,1.2479,1.3972,0.8579,0.84508,1
1.0368,1.5369,1.3834,1.6101,0.9791,0
1.7994,1.2484,1.8872,1.2173,1.1565,1
0.8519,1.1506,0.99406,1.116,0.88453,0
1.3731,1.2693,1.0871,0.978,0.72484,1
0.92401,1.336,0.63134,1.1149,0.91358,0
0.73904,0.84217,0.71032,1.0988,0.87031,0
1.9501,3.231,0.85377,1.2768,1.1504,1
1.1305,0.70916,0.81086,1.0218,1.0868,0
0.76346,0.9788,1.0468,1.2343,0.91722,0
0.88776,0.96752,0.85761,0.68768,1.069,0
1.3431,1.1729,1.2392,1.1182,0.86224,1
0.83261,0.70731,1.0449,1.0984,0.85879,0
1.2326,0.82774,1.1183,1.0794,1.0357,0
1.0174,1.0256,0.82372,1.0107,1.1195,0
1.5693,1.2917,1.0114,0.72081,0.70496,1
1.1509,1.2052,1.0264,1.3906,0.98956,0
0.91199,0.93941,1.1085,0.99334,1.1403,0
0.77569,1.1959,0.75257,0.86725,0.93346,0
3.3243,1.0218,1.5843,0.78754,1.0072,1
3.6219,1.0207,1.178,1.1483,1.1446,1
2.6023,2.8783,1.8873,1.6335,0.71483,1
2.3988,1.1496,0.95938,1.0775,1.088,1
2.3124,1.5429,1.525,1.4894,0.81924,1
1.0775,0.93449,1.003,0.6416,1.4404,0
0.82289,1.2509,0.88996,1.2147,0.75173,0
1.365,1.6724,1.1019,1.038,1.1048,1
1.6739,1.4229,1.3516,1.1336,1.0435,1
1.006,1.026,1.0214,0.58505,1.0705,0
1.2711,0.7599,1.0292,1.2278,1.1687,0
1.108,1.1466,1.0866,0.93495,1.2259,0
0.96182,0.77371,0.97197,1.4764,0.85923,0
3.9939,1.0848,1.5763,1.5499,1.2287,1
1.6702,0.92884,1.366,0.7506,1.2442,1
3.8601,1.7556,1.1951,1.1133,1.0334,1
1.2011,1.262,0.96881,1.3841,1.3911,0
2.6368,1.3028,0.98465,1.096,1.2505,1
0.67195,0.93129,0.8519,0.60108,1.0886,0
1.045,1.0391,0.78093,0.96857,0.91646,0
1.8481,1.9438,0.73973,1.2377,1.2726,1
0.69031,1.1058,1.0505,0.84794,0.85873,0
3.6644,1.3958,1.1083,1.4009,1.0457,1
0.66587,1.0193,0.91864,1.0984,1.2987,0
0.88265,1.1993,1.1606,1.2316,1.2753,1
1.0703,1.2335,0.90551,0.95443,0.69028,0
1.9505,0.72727,0.88544,1.2867,1.0062,1
1.3653,0.73232,0.83616,0.87902,1.0403,0
0.99385,0.8869,0.97692,0.69277,1.3044,0
1.4198,1.3139,0.99615,1.2327,1.0374,1
1.0647,0.85748,1.0405,0.78931,1.1263,1
2.2119,1.7351,1.1512,0.83425,1.0208,1
3.1075,1.3069,0.99986,0.9725,0.86053,1
0.907,0.83022,0.94621,1.1076,0.99883,0
0.8926,0.96839,0.99735,0.9286,0.94509,1
0.9017,1.115,1.078,0.88886,0.85081,0
0.95458,0.95955,0.65277,1.2182,0.9128,0
1.1934,0.87509,1.0321,0.94583,0.89208,0
2.3903,1.161,1.5199,0.91793,1.0779,1
3.4026,0.8198,2.0854,0.81868,1.1106,1
1.3771,1.0669,0.87925,1.2419,1.1057,1
0.82396,0.88242,0.90162,0.98718,1.1891,0
0.94748,0.94635,0.85998,0.98928,0.87428,0
4.8046,2.0571,1.3313,1.1168,1.2261,1
1.5941,1.774,1.7431,0.76169,0.94194,1
5.0976,1.1095,1.8552,0.97218,1.2119,1
1.3059,2.4703,2.4055,1.1486,1.1534,1
0.90829,1.0923,1.0465,1.1025,0.82091,0
1.1486,0.7563,0.86896,0.91761,1.077,1
2.643,2.5906,1.3416,0.99909,0.8501,1
2.7652,1.8279,0.90417,1.3552,1.1624,1
0.79723,0.79361,0.91991,0.92939,0.75991,0
3.7285,1.0537,1.0444,1.1405,0.96779,1
1.0168,1.1576,1.674,1.4405,1.5255,1
1.2437,1.2897,0.71853,1.0696,1.1558,0
2.4401,1.0041,0.92742,1.3943,1.2898,1
1.7701,1.747,0.77199,1.263,1.1685,1
1.4109,0.79489,1.0728,0.92282,0.75973,1
2.9766,1.2075,0.8965,1.0525,1.1753,1
3.1447,1.6678,1.2654,1.6006,0.95921,1
1.4073,0.9076,1.0078,1.6022,1.0801,1
1.0545,0.76249,0.85956,0.86627,0.65927,0
1.2583,0.9338,1.0688,1.3293,1.1246,0
2.5081,1.6719,1.0774,1.5733,1.6578,1
0.88784,0.8491,1.0262,1.0587,0.87413,0
0.86924,0.99394,1.1631,1.0949,1.1721,0
0.84761,0.81061,1.2512,0.74728,1.0422,0
2.6419,0.78995,1.3982,1.4487,1.0966,1
3.3089,2.2559,1.5129,1.4831,1.0782,1
1.8263,1.4693,1.0645,0.83806,0.95864,1
1.1946,0.83555,1.0985,0.94098,0.83658,0
0.67813,0.87627,1.1708,1.0316,0.94422,0
0.86453,0.47979,0.78111,0.85423,0.83459,0
1.294,1.1583,0.83309,1.171,1.1104,0
1.2285,1.1523,1.2374,1.2188,1.0349,0
1.1881,1.2353,0.79103,0.71818,0.96807,0
1.0215,0.97467,0.82179,0.80639,0.92854,0
0.90824,2.0245,1.3455,1.7571,0.78786,1
0.84949,0.90473,0.85909,0.7197,0.6252,0
0.83891,1.1218,0.67592,0.81923,1.0032,0
2.2295,1.67,1.6126,0.91544,1.0029,1
0.93966,1.0803,0.75969,0.80539,1.2969,0
0.91856,0.75958,1.0298,1.2592,0.96366,1
1.013,1.126,1.0023,0.70088,1.0551,0
0.89789,1.6945,1.0421,1.5209,1.3454,1
1.6063,1.3903,0.9093,0.71186,1.1571,1
1.1518,1.0763,1.2016,1.1742,0.58843,0
3.6201,1.4029,1.0623,0.98591,0.73128,1
0.83348,0.95456,0.79051,1.2145,0.98599,0
1.1417,1.1109,1.0265,1.285,0.9648,0
1.0878,1.3983,1.2361,1.1054,1.2555,1
1.5835,1.5894,1.3179,0.921,1.1795,1
2.1929,0.78197,1.469,0.99205,1.3385,1
0.93781,1.2674,0.8068,1.1078,1.0009,0
1.295,1.752,1.1214,1.2973,1.0663,1
2.3225,1.3063,0.96002,0.95173,0.96697,1
1.1462,1.2035,0.58499,1.1326,0.69346,0
1.4462,1.7285,1.3311,1.1526,0.79613,1
1.1747,1.1029,1.2198,0.8085,0.6673,0
1.5462,2.4651,0.94614,1.1452,1.2031,1
1.1402,0.93313,1.1148,1.1819,0.77003,0
0.85383,0.55569,0.95837,0.68689,1.6167,0
1.0033,0.92599,1.2145,0.98424,0.73062,0
1.3236,2.3955,1.0363,0.9895,1.1907,1
1.2448,0.90464,1.2054,0.84493,1.1584,0
2.4323,1.2855,0.82355,1.5436,0.79504,1
1.4229,1.3131,0.87805,1.143,1.2953,0
1.6271,1.4284,0.89363,0.75867,0.76603,1
1.7309,1.8106,2.2972,1.232,0.74154,1
1.0641,0.92737,0.90323,0.68258,1.0337,0
1.0591,0.84057,1.2511,0.82659,0.93866,0
1.8238,1.4413,1.2995,1.0772,1.1152,1
0.81524,0.99169,1.03,0.97456,0.7344,0
0.96426,0.51783,0.93284,0.86878,0.8393,0
4.7611,1.5335,1.1318,1.1563,0.87047,1
1.6892,1.4457,1.9515,1.5208,1.1615,1
1.0694,0.76809,0.56252,0.58777,0.76928,0
