1.5179,0.76108,0.97947,0
1.3668,0.84141,1.1665,1
0.88583,0.786,1.2351,0
2.5537,0.94466,1.2682,1
1.207,0.86159,0.78384,0
1.6818,1.9161,1.1321,1
1.0066,1.2575,0.87992,1
1.0188,1.9379,1.1884,0
1.2661,0.94057,0.86533,0
1.3937,1.8249,0.93567,1
1.2092,0.73929,1.4975,1
1.2931,1.269,1.2864,1
0.93847,0.90779,1.0051,0
0.8033,0.9973,0.83941,0
0.81212,1.537,1.1519,0
1.0657,0.95353,1.2208,0
1.8166,1.0565,0.87663,1
1.1125,1.0477,0.86679,0
0.78355,0.92091,0.9653,0
3.2178,1.0843,0.94136,1
0.63398,0.9569,0.9704,0
2.8012,2.0169,1.2979,1
7.6998,0.97094,0.94018,1
0.71178,1.0191,1.433,0
0.80837,0.88012,0.90864,0
3.4828,1.9743,0.64599,1
1.324,1.0405,0.79679,1
1.9946,2.3673,1.067,1
1.0627,1.2052,0.73088,0
1.5574,0.93528,1.2014,0
3.6136,1.0749,0.93315,1
1.158,1.2362,1.2449,0
1.1395,1.2836,1.3425,1
1.8827,1.0523,1.295,0
0.94162,0.83639,0.84621,0
1.4161,1.1786,0.95396,1
1.5178,1.7138,0.63093,1
0.89095,1.7647,0.67699,1
0.99553,1.2621,0.82589,0
0.9553,0.85108,1.2429,0
2.0834,1.7818,1.5006,1
5.3883,0.92291,0.80212,1
0.88407,0.90618,0.67782,0
1.0737,0.81786,0.69411,0
1.3232,1.302,1.0366,0
0.74052,1.0731,1.1405,0
0.80034,1.0901,1.152,0
0.98483,0.60066,0.95494,0
1.1808,1.2059,0.88284,0
1.1113,0.98918,0.75592,0
0.84888,0.99957,0.57336,1
1.1685,0.74812,1.3993,0
0.98068,0.75218,1.1539,1
1.5647,1.1543,0.95349,1
1.7507,1.5573,1.4495,1
1.2022,0.95073,0.95168,1
0.8498,1.1295,0.97069,0
1.6422,0.91368,0.98664,1
1.0806,1.0232,1.0098,0
0.76439,0.92415,1.5943,0
0.73428,0.99754,1.3151,0
0.74863,1.1293,0.89256,0
1.0038,0.98763,0.95147,0
1.0216,1.0181,0.82136,0
0.95839,0.98693,0.97646,0
0.99271,1.0423,0.95708,0
2.6549,1.5283,0.95889,1
1.5474,0.92033,1.0542,1
0.69474,0.73861,1.0488,0
1.0318,0.74036,0.97015,0
0.99887,0.5971,1.2575,0
1.0391,0.74607,1.4948,1
2.1318,2.504,1.1906,1
2.7723,1.7596,0.98383,1
1.2781,1.0983,1.0493,0
2.2317,1.2377,1.0049,1
1.4346,1.1132,1.4467,1
0.76831,1.1462,0.62413,0
1.2943,1.1548,1.0515,1
1.291,1.0554,1.0282,0
1.0203,1.5645,1.6544,1
2.0433,0.89248,1.0402,1
1.4146,1.4501,1.2106,1
1.3156,1.0663,0.68062,1
0.87423,0.87809,1.0645,0
0.81088,0.8063,1.2709,0
9.6252,1.4386,1.5284,1
1.4865,0.9072,0.91732,1
0.84437,0.85351,0.88519,0
1.2327,1.1422,1.5333,0
1.1196,0.92516,1.0072,0
0.79013,1.0379,0.84999,0
0.89826,1.0523,1.204,0
1.389,1.0964,1.0348,0
1.186,0.94506,0.72316,0
0.70615,1.0652,0.65027,0
2.0019,0.77587,1.2877,1
1.0182,1.096,0.76381,0
1.9202,1.6236,1.1403,1
6.7689,0.97941,0.99704,1
1.2351,1.3581,0.85502,1
5.0838,0.89288,0.78596,1
0.99549,0.99353,0.76438,0
1.1482,1.1676,0.93689,1
0.93025,1.0266,1.2201,0
1.0964,1.042,1.2235,1
1.6728,1.0881,1.4676,0
0.93364,0.7672,1.008,1
1.0342,1.1775,1.8306,1
1.2074,0.88054,1.2987,0
1.1591,0.98187,0.8831,1
2.6405,1.1398,1.1098,1
1.6693,1.2454,0.74974,1
1.2646,0.97725,1.2039,1
0.8793,0.79508,1.5162,0
0.8122,0.82661,0.86243,0
1.1823,0.97496,1.0462,0
0.90625,1.3505,1.1415,0
3.6597,0.90339,1.2043,1
1.0546,0.81911,1.2607,1
1.3765,1.1733,0.97197,1
1.1592,0.73643,0.59907,0
1.3018,0.95712,1.1092,1
1.0418,0.97474,1.1296,0
1.8762,1.0571,1.0824,1
