0.55493,1.218,0.88065,0
5.4882,1.2894,1.2224,1
3.3303,1.1939,0.85043,1
2.4976,1.5258,0.79856,1
0.99074,0.92799,0.82619,0
1.5295,1.0071,1.0116,1
1.4827,1.2415,1.386,1
2.4935,1.0397,0.82048,1
1.0701,1.0486,0.69185,0
1.2135,1.1347,1.059,1
0.64511,1.2969,0.97478,0
1.3643,1.1476,0.92341,1
0.74608,0.94148,0.79,0
3.7415,1.7955,0.77184,1
1.282,1.0157,0.94205,0
0.92342,0.74817,1.1883,0
2.9182,1.982,1.274,1
1.1559,1.1615,1.1613,0
1.2205,0.7851,1.0777,0
0.84762,1.3569,0.80779,0
0.90297,1.0565,0.95649,0
1.8703,1.0429,0.7577,1
2.8327,0.84941,1.2499,1
1.5442,0.95765,0.95592,1
1.0303,1.1667,1.2048,0
2.539,0.67805,0.93745,1
3.9629,1.5072,1.2458,1
3.8833,1.1853,1.1472,1
0.75397,0.98689,0.85782,0
1.0064,1.5462,1.0041,1
1.0419,1.0822,0.98882,0
4.4855,0.92303,1.0258,1
0.84808,1.4576,0.99234,0
1.5487,1.0506,1.1689,1
0.99296,1.2292,1.2645,1
1.0491,1.2158,1.0243,0
1.1764,0.87056,1.0543,1
0.92127,1.1235,0.88538,0
1.018,1.0321,1.0684,0
6.3447,1.0562,1.0654,1
1.0021,0.87956,1.0677,0
3.8845,1.798,1.0997,1
2.532,1.7785,1.2292,1
4.783,1.5963,1.1162,1
2.3102,1.4084,1.1992,1
1.5857,0.96333,0.72075,0
1.0081,0.96371,1.1822,0
1.1572,1.1516,1.6516,1
1.1582,0.70134,1.0083,0
0.90962,0.95879,0.95349,0
3.5896,1.3498,1.0498,1
1.516,1.1497,1.2677,1
0.76498,1.0485,0.89512,0
1.8613,1.1498,1.2367,1
0.8797,0.80743,1.0168,0
0.98173,1.1389,1.1493,1
1.3541,1.3088,1.1596,0
1.754,0.91914,1.8625,1
1.2241,1.1,1.1096,1
1.2362,0.67554,1.0609,0
1.8645,0.89891,0.94871,1
2.9395,1.1656,1.7104,1
1.5276,0.88113,0.78867,1
0.9343,1.1787,1.1395,1
1.3507,0.96076,1.0213,1
1.8113,1.9122,1.0116,1
2.2272,1.1779,1.3598,1
0.82008,1.0891,0.81856,1
0.71103,1.3742,0.47848,0
1.1743,1.4441,0.80004,1
2.7263,1.2914,1.0914,1
0.69357,1.2339,1.4358,0
1.0568,0.99886,0.63681,1
1.1897,1.1795,1.0858,0
0.88344,0.9123,1.0713,0
1.0895,1.1753,0.7211,0
1.4159,0.95126,1.3947,0
4.7927,1.5369,0.75452,1
1.3296,1.3051,1.1177,1
1.1815,1.6596,0.87911,1
0.9612,1.3686,0.8925,1
1.0562,1.3064,0.98941,0
1.6281,0.77476,0.97412,1
1.0564,1.1513,1.376,1
1.0995,0.97807,1.112,1
1.1146,1.2308,1.0295,0
3.8933,1.5034,1.3841,1
0.96009,1.2267,1.4744,1
2.3046,1.8726,1.0076,1
1.1779,1.0261,1.0236,0
1.2293,0.98225,1.2237,1
1.1443,0.84055,1.0726,0
0.93326,0.98635,1.3029,0
0.93279,1.0837,0.81496,0
0.83705,0.9064,0.64746,0
1.1697,0.68779,0.88062,0
1.0366,0.66729,1.0111,0
1.006,1.3014,1.4254,1
1.9479,1.1652,0.85905,1
2.9622,0.9165,0.96639,1
1.1131,1.4727,1.1987,1
1.1206,1.0917,1.3594,0
1.2402,1.2333,1.282,1
1.6307,0.94533,0.73841,1
1.1302,0.96292,0.87583,0
2.8732,1.1433,1.0947,1
1.1491,1.1232,1.0798,0
0.87948,0.95466,1.0908,0
1.5608,0.69675,0.90808,0
3.0548,2.3026,1.7305,1
4.5854,1.0162,1.4953,1
1.1174,0.77852,1.0945,1
1.1005,0.63472,0.74283,0
2.3033,1.3945,0.96432,1
3.604,1.1342,1.3078,1
1.1849,1.09,0.92139,0
1.4672,0.91716,1.0299,0
3.7121,1.3297,0.85919,1
1.0502,0.79854,1.0755,0
3.1373,1.5621,1.1986,1
0.93016,0.86286,0.98838,0
0.77054,1.1047,1.3124,0
1.0375,0.94839,1.0661,0
1.0821,1.029,1.0214,0
1.7351,1.286,0.77366,1
