1.0144,0
0.68373,0
1.058,0
0.98489,1
1.1088,1
1.1171,1
0.70497,0
0.86444,1
1.4022,1
1.215,1
1.6004,1
1.4903,0
1.0754,0
0.93258,0
1.3255,1
1.0334,0
0.94894,0
1.0382,0
1.1328,1
1.0581,0
0.90277,0
1.1004,1
0.88602,0
1.2864,0
1.1387,0
1.1769,1
1.0791,0
0.95395,0
1.6697,1
0.97126,1
1.0491,0
1.1075,1
1.1551,0
0.94423,0
1.1691,0
1.1579,1
1.1886,0
0.99888,0
1.0203,0
0.9099,1
1.1865,1
1.3304,1
0.68741,0
0.8892,1
1.3902,1
1.1293,1
0.61273,0
2.0349,1
0.86245,0
1.0079,0
1.5551,0
0.84233,0
0.8333,0
0.97062,1
1.2888,0
1.3515,0
0.70214,1
1.0085,0
0.82303,1
0.91624,1
1.9135,1
0.78639,0
1.5431,1
1.5606,0
1.1538,1
0.8544,0
1.1933,0
1.0219,0
0.80402,0
0.82961,0
1.105,1
0.98049,0
1.1249,1
1.08,0
0.92442,0
1.2336,1
1.8373,1
1.4009,1
0.91658,1
1.4896,1
0.93395,0
0.97995,0
1.2161,1
1.1872,1
1.6747,1
1.0485,0
1.7648,1
1.0132,1
1.0117,1
1.3759,1
1.4237,1
1.1063,0
1.1584,0
0.82391,0
1.7718,1
2.0687,1
1.2966,0
1.2237,0
2.1404,1
1.1227,1
1.1008,0
1.143,0
0.87587,0
1.2477,0
1.1684,0
0.95782,1
1.2432,0
1.4589,1
0.90723,0
0.85275,0
0.78794,0
1.222,0
0.78341,0
1.0365,0
2.3029,1
0.86855,0
0.8717,0
1.3037,1
0.93162,1
1.7536,1
1.0941,1
1.3808,0
0.71456,0
0.71633,0
0.99378,1
0.77797,0
0.77468,0
1.3483,1
1.9235,1
1.2924,0
1.3336,0
1.8142,1
0.94495,0
0.87417,0
1.1145,1
1.1607,1
1.0816,1
1.2849,0
1.3153,0
1.5104,1
1.5895,1
1.8959,1
0.96223,0
1.3719,1
1.1692,1
1.2627,1
0.945,1
2.4578,1
0.75155,1
1.0493,0
1.4984,1
1.1054,0
1.194,1
1.9907,1
0.98432,1
0.69129,0
0.95507,0
1.289,0
1.3704,1
0.81973,0
1.2345,0
1.1456,0
0.91187,1
1.2816,0
1.268,1
1.1632,0
1.2525,1
1.2563,0
1.2953,1
0.99775,0
1.8147,1
0.97111,1
0.84919,0
2.293,1
1.2164,1
0.92025,1
0.74241,0
1.3603,0
1.0293,0
0.97535,1
1.1395,1
1.6322,1
0.6729,1
0.97089,1
1.2217,1
0.87084,0
0.93821,0
0.95675,1
1.2403,1
0.86697,0
1.8609,1
0.95877,0
0.52706,0
0.87236,1
0.89924,1
0.74393,0
0.90893,0
1.0353,0
1.0627,1
0.87066,0
0.81012,0
0.81099,0
0.86136,0
1.4001,1
1.0879,0
1.1113,0
0.99215,0
1.0408,0
1.3548,0
1.1055,1
0.68807,0
1.1426,1
0.64221,0
0.97851,1
0.91574,1
1.0215,1
1.7449,1
0.83564,0
1.1706,0
1.0023,1
1.3936,0
1.3987,0
1.171,0
1.6438,0
1.2307,1
1.1307,1
0.96923,0
1.2235,1
1.195,1
1.8507,1
1.3545,0
1.2365,0
0.96126,0
1.286,1
0.96284,1
0.85877,1
1.2912,1
0.9925,0
1.0032,1
1.0127,0
0.66548,0
1.6042,0
1.0789,0
1.0299,1
1.0779,1
0.95059,0
1.363,0
1.0939,0
0.86385,1
0.88365,0
